id,clause_number,heading,body,notes,exceptions,level,parent_number,page,codebook
NCC_VOL_3:VIC C3P6#3,VIC C3P6#3,Land application systems,"[New for 2022] (1) On-site wastewater management systems and associated land application systems must— (a) complete the treatment, uptake and absorption of the final effluent within the boundaries of the approved area; and (b) protect against internal contamination; and (c) provide ventilation to avoid the likelihood of foul air and gases from accumulating in the system; and (d) transfers wastes safely and hygienically. (2) On-site wastewater management systems and associated land application systems must— (a) avoid the likelihood of the creation of unpleasant odours or the accumulation of offensive matter; and (b) avoid the likelihood of stormwater run-off entering the system; and (c) avoid the likelihood of root penetration or ingress of ground water entering the system; and (d) avoid the likelihood of unintended or uncontrolled discharge; and (e) avoid the likelihood of blockage and leakage; and (f) avoid the likelihood of damage from superimposed loads or ground movement; and (g) avoid the likelihood off effluent and foul air and gasses entering the building. (3) The on-site wastewater management system and associated land application system continue to meet the above requirements throughout its serviceable life. Delete C3P7 and insert VIC C3P7 as follows:",,,2,C3,,NCC_VOL_3
NCC_VOL_3:VIC C3P7#2,VIC C3P7#2,Access for maintenance,"[New for 2022] (1) On-site wastewater management systemsthat facilitate on-site storage, treatment, disposal or re-use of wastewater must— (a) provide vehicle access for collection, if necessary; and (b) avoid the likelihood of unauthorised access by people; and (c) provide safe access for cleaning, clearing blockages, maintenance, measurement and performance sampling. (2) Land application systems must— (a) provide safe access, as required, for clearing blockages and maintenance; and (b) incorporate provisions, as required, for effective cleaning. Introduction to this Part 2019: Vic Part H1 This Part sets out the requirements for the design, construction, installation, replacement, repair, alteration and maintenance of any part of a low risk on-site liquid trade waste system.",,,2,C3,,NCC_VOL_3
NCC_VOL_3:VIC C4P1#2,VIC C4P1#2,Requirements for low risk on-site liquid trade waste management practices,"[2019: HP1. 1] (1) A low risk liquid trade waste appliance must— (a) be located as close as practicable to the fixtures that it serves and if of the portable type must be installed above ground; and (a) be fitted with a cover which is able to withstand vehicular or pedestrian traffic or other loads likely to be imposed on it and is readily removable by one person; and (a) be constructed of materials suitable for the nature of the wastes likely to be discharged through the appliance. (2) A low risk liquid trade waste appliance must— (a) if fitted with an airtight cover, be provided with a DN 32, DN 50 or DN 80 sized vent as nominated by the relevant Network Utility Operator; and (b) be provided with the following outlet ventilation— (i) if installed outside a building, a DN 100 sized riser off a disconnector gully in accordance with clause 4. 6. 2 of AS/NZS 3500. 2; (ii) if not of the portable type and installed inside a building, a DN 50 sized vent off a disconnector gully in accordance with clause 4. 6. 5 of AS/NZS 3500. 2; and (iii) if of the portable type installed inside a building, a DN 50 sized vent off a DN 80 sized trap riser in accordance with clause 4. 6. 5 of AS/NZS 3500. 2. (3) If a low risk liquid trade waste appliance and outlet vent are interconnected, the interconnection must be in accordance with clause 6. 9. 3 of AS/NZS 3500. 2. (4) The outlet from a low risk liquid trade waste appliance must— (a) if of the portable type receiving a hydraulic loading of up to 5 fixture units, be a minimum size of DN 50; or (b) if of the portable type receiving a hydraulic loading of more than 5 fixture units, be a minimum size of DN 80; or(c) in cases other than that in(a) or(b), be a minimum size of DN 100; and (d) have a separate trap, of the same size as the outlet pipe, installed at its outlet. (5) In this clause hydraulic loading means the rate of discharge imposed on a sanitary plumbing installation and is measured in fixture units; low risk liquid trade waste means water-borne discharges other than sewage that are classified by an Authority within the meaning of the Water Act 1989 as being of low risk from causing harm to the environment and the assets of that Authority; low risk liquid trade waste appliance means an appliance that traps and partially treats low risk liquid trade waste and prevents it from entering the sewerage system. Part D1 Excessive noise",,,2,C4,,NCC_VOL_3
NCC_VOL_3:VIC D1F1#2,VIC D1F1#2,Excessive noise,"[2019: DF1] Delete D1F1(1) and insert VIC D1F1(1) as follows: (1) A plumbing and drainage system must be designed and installed so as to operate in a way that avoids the likelihood of excessive noise of any part of the plumbing and drainage system, and minimises any adverse impact on building occupants.",,,2,D1,,NCC_VOL_3
NCC_VOL_3:VIC D1D2#2,VIC D1D2#2,Undue noise,"[2019: D1. 2] Delete D1D2(1) and insert VIC D1D2(1) as follows: (1) To prevent undue noise, plumbing and drainage systems must comply with— (a) B1D3 for cold water services; or (b) B2D9for heated water services; or (c) B3D3 for non-drinking water services; or (d) B4D2 for fire-fighting water services; or (e) B6D2 for rainwater services; or (f) B7D4 for rainwater storage, or (g) C1D3for sanitary plumbing systems; or (h) C2D4for sanitary drainage systems, or (i) C3D2, C3D3, C3D4, C3D5, C3D6 and C3D7for on-site wastewater management systems, or (j) E3D2for stormwater drainage systems, and (k) E4D2for surface and sub-surface drainage systems. Introduction to this Part This Part sets out the requirements for the design, construction, installation, replacement, repair, alteration and maintenance of mechanical heating, cooling and ventilation systems.",,,2,D1,,NCC_VOL_3
NCC_VOL_3:VIC E2P1,VIC E2P1,"Design, construction, installation and maintenance","[2019: GP1. 1] (1) Mechanical services, or plant and equipment for heating, cooling and/or ventilation must avoid the following: (a) Damage to property. (b) Loss of amenity to occupants. (2) Mechanical services, or plant and equipment for heating, cooling and/or ventilation must ensure the following: (a) Efficient use of energy and water. (b) Access for maintenance.",,,2,E2,,NCC_VOL_3
NCC_VOL_3:VIC E2P2,VIC E2P2,Pressure equipment,"[2019: GP1. 2] Pressure equipment used in mechanical heating, cooling or ventilation systems must avoid the likelihood of explosion, rupture or leakage.",,,2,E2,,NCC_VOL_3
NCC_VOL_3:VIC E2P3,VIC E2P3,Microbial control,[2019: GP1. 3] Mechanical air-handling and cooling water systems installed in a building must control the accumulation of harmful microbial growth. Deemed-to-Satisfy Provisions,,,2,E2,,NCC_VOL_3
NCC_VOL_3:VIC E2D1#2,VIC E2D1#2,Application,[2019: G1. 2] Performance requirements E2P1 to E2P3 are satisfied by complying with E2D2.,,,2,E2,,NCC_VOL_3
NCC_VOL_3:VIC E2D2#2,VIC E2D2#2,General requirements,"[2019: G1. 2] (1) Mechanical ventilation and air-conditioning systems for buildings and structures must comply with the requirements of the relevant Parts of: (a) NCC Volume One for Class 2 to 9 Buildings; or (b) NCC Volume Two for Class 1 and 10 Buildings. (2) Mechanical ventilation and air-conditioning equipment must be in accordance with: (a) AS/NZS 1200 for the design, materials, manufacture, examination, testing, installation, commissioning, operation, inspection, maintenance, repair, alteration, and disposal of pressure equipment, (b) AS 1324. 1 for the application, performance and construction for air filters for use in general ventilation and air- conditioning, (c) AS 1345 for the identification of the contents of pipes, conduits and ducts, (d) AS/NZS 1668. 1 for the use of mechanical ventilation and air-conditioning in buildings for fire and smoke control in multi-compartment buildings, (e) AS 1668. 2 for the use of mechanical ventilation and air-conditioning in buildings for mechanical ventilation, (f) AS/NZS 3500. 1 for the design, installation, alteration, addition, repair and commissioning of cold water services, (g) AS/NZS 3500. 2 for the design, installation, alteration, addition and repair of sanitary plumbing and drainage, (h) AS/NZS 3500. 4 for the design, installation, commissioning, alteration, addition and repair of heated water services, (i) AS 4254. 1 for flexible ductwork for air-handling systems in buildings, (j) AS 4254. 2 for the rigid ductwork for air-handling systems in buildings, (k) AS 4426 for the selection, installation and finish of thermal insulation of pipework, ductwork and equipment. (l) AS 4508 for the thermal resistance of insulation for ductwork used in building airconditioning, and (m) AS/NZS 5141 for residential heating and cooling systems. (n) AS/NZS 5601. 1 for gas installations. (o) AS 1271, AS 1358 and AS 4041 for the design, construction, installation, replacement, repair, alteration and maintenance of pressure equipment and piping. (p) AS/NZS 4859. 1 for thermal insulation of ductwork and pipework. (q) HB 276 for the design, supply, installation, testing and commissioning of mechanical ventilation and air conditioning systems in class 1, 2, 3 and 4 buildings. (r) AS/NZS ISO 817 in relation to assigning designations for refrigerants used in air conditioning systems. (s) AS/NZS 5149. 1, AS/NZS 5149. 2, AS/NZS 5149. 3 and AS/NZS 5149. 4 for the design, construction, installation, testing, commissioning, operation, maintenance, repair and safety of refrigeration systems(including heat pumps) and recovery, reuse and disposal of refrigerants. (t) Australian and New Zealand Refrigerant handling code of practice 2007 Part 1 for selfcontained low charged refrigeration systems. (u) Australian and New Zealand Refrigerant handling code of practice 2007 Part 2 forsystems other than self- contained low charged systems. (3) Copper piping for air-conditioning and refrigeration must meet the requirements ofAS/NZS 1571. (4) Microbial control must be carried out in accordance with AS/NZS 3666. 1 and AS/NZS 3666. 2 as appropriate. (5) Condensate drains and bleed down drains installed in heating, cooling and air-conditioning equipment(including evaporative coolers) other than cooling towers must discharge to any of the following— (a) an evaporative tray if specified by the manufacturer; or (b) a sanitary drainage system by way of an untrapped tundish discharging to a charged floor waste gully in accordance with clause 4. 6. 7. 8 or tundish and self-sealing device in accordance with clause 13. 21 of AS/NZS 3500. 2; or (c) a surface water drainage system; or (d) an absorption pit, but only if a sanitary or surface water drainage system is not available and the discharge water will not cause damage to buildings or facilities by changing soil moisture conditions. (e) a stormwater downpipe directly over the connection to the roof gutter; or (f) Directly to the stormwater downpipe below the connection to the roof gutter provided a means of overflow or reverse flow protection is incorporated; or (g) for evaporative coolers only, over a tiled roof, by way of a spreader. (6) Drains from a cooling tower must discharge to a sanitary drainage system in accordance with any applicable trade waste agreement. (7) Condensate drains and bleed down drains shall not discharge to a system that is used for the collection of water for potable use. (8) In this clause, bleed down drain means a drain that collects fluid from a valve used for bleeding and purging; evaporative tray means a tray used to gather excess moisture or condensation for the purpose of evaporation. (9) Domestic solid fuel burning appliances must be in accordance with AS/NZS 2918. (10) Medical gas systems must be in accordance with AS 2896, AS 2473. 3, AS 2568, and AS 2902. Introduction to this Part This Part sets out the requirements for the design, construction, installation, replacement, repair, alteration and maintenance of any part of a roof drainage system",,,2,E2,,NCC_VOL_3
NCC_VOL_3:VIC E3P1#2,VIC E3P1#2,Roof drainage systems,"[2019: FP1. 1] A roof drainage system must dispose of stormwater flows from rainfall events having an average recurrence interval appropriate to: (a) The importance of the building. (b) The severity of potential damage to property, loss of amenity, illness or injury that would result from the failure of the system.",,,2,E3,,NCC_VOL_3
NCC_VOL_3:VIC E3P2#2,VIC E3P2#2,Overflow,[2019: FP1. 1] A roof drainage system must provide an overflow device to transfer stormwater flows generated by extreme rainfall events.,,,2,E3,,NCC_VOL_3
NCC_VOL_3:VIC E3P3#2,VIC E3P3#2,Watertightness,[2019: FP1. 1] All internal roof drainage components must be watertight.,,,2,E3,,NCC_VOL_3
NCC_VOL_3:VIC E3P4#2,VIC E3P4#2,"Design, construction and installation",[2019: FP1. 4] (1) A roof drainage system must ensure the following— (a) Stormwater is transferred to a point of connection. (b) Access for maintenance and clearing blockages. (2) A roof drainage installation must avoid the following— (a) Loss of amenity due to blockages and uncontrolled discharge. (b) Foul air and gases accumulating in the roof drainage system. (c) Loss to buildings and property amenity due to blockages and uncontrolled discharge.,,,2,E3,,NCC_VOL_3
NCC_VOL_3:VIC E3D1#2,VIC E3D1#2,Application,[2019: F1D1] Performance Requirements E3P1 to E3P4 are satisfied by complying with E3D2.,,,2,E3,,NCC_VOL_3
NCC_VOL_3:VIC E3D2#2,VIC E3D2#2,General requirements,"[2019: F1D2] The design, construction, installation, replacement, repair, alteration and maintenance of a roof drainage system must be in accordance with AS/NZS 3500. 3 and SA HB 39, subject to following: (a) Insert Clause 4. 9. 6. 3 Fastening in AS/NZS 3500. 3 as follows: Dowpipes to be securely fastened to walls and structures so as to withstand movement due to thermal expansion or weight due to a partial or total blockage, and (b) Where there are any conflicts between AS/NZS 3500. 3 and SA HB 39, AS/NZS 3500. 3 prevails. Introduction to this Part This Part sets out the requirements for the design, construction, installation, replacement, repair, alteration and maintenance of any part of a surface drainage system to the point of connection.",,,2,E3,,NCC_VOL_3
NCC_VOL_3:VIC E4P1#2,VIC E4P1#2,Surface drainage systems,"[2019: FP2. 1] A surface drainage system must dispose of stormwater flows from rainfall events having an average recurrence interval appropriate to: (a) The importance of the building. (b) The severity of potential damage to property, loss of amenity, illness or injury that would result from the failure of the system.",,,2,E4,,NCC_VOL_3
NCC_VOL_3:VIC E4P2#2,VIC E4P2#2,"Design, construction and installation","[2019: FP2. 2] (1) A surface drainage installation must avoid the following: (a) Blockage and uncontrolled discharge. (b) Damage from root penetration, superimposed loads or ground movement. (c) Entry of sewage and/or liquid trade waste. (d) Entry of stormwater into a sanitary drainage. (e) Damage to the Network Utility Operators drainage system (f) Foul air and gases accumulating in the stormwater system. (g) Loss to buildings or property. (2) A surface drainage installation must ensure the following: (a) Access for maintenance and clearing blockages. (b) Stormwater is transferred to a point of connection.",,,2,E4,,NCC_VOL_3
NCC_VOL_3:VIC E4D1#2,VIC E4D1#2,Application,[2019: F2D1] Performance Requirements E4P1 to E4P2 are satisfied by complying with E4D2.,,,2,E4,,NCC_VOL_3
NCC_VOL_3:VIC E4D2#2,VIC E4D2#2,General requirements,"[2019: F2D2] The design, construction, installation, replacement, repair, alteration and maintenance of surface and subsurface drainage systems must be in accordance with AS/NZS 3500. 3. Childrens service: Has the same meaning as it has under the Childrens Services Act 1996, but excludes a service where education and care is primarily provided to school aged children. Combustible cladding product: Means— (a) aluminium composite panels(ACPs) with a core of less than 93 per cent inert mineral filler(inert content) by mass in external cladding as part of a wall system; and (b) expanded polystyrene(EPS) products used in an external insulation and finish(rendered) wall system. Early childhood centre Includes— (a) any premises, or part thereof, providing or intending to provide a centre-based education and care service within the meaning of the Education and Care Services National Law Act 2010, and the Education and Care Services National Regulations, excluding a service where education and care is primarily provided to school aged children; and (b) a childrens service. Flashing A strip or sleeve of impervious material dressed, fitted or built-in to provide a barrier to water movement, or to divert the travel of water, or to cover a joint where water would otherwise penetrate to the interior of a building, and includes the following: (a) Perimeter flashing: a flashing used at the floor-wall junction. (b) Vertical flashing: a flashing used at wall junctions within shower areas. (c) Roof flashing: a rigid or flexible material, usually metal, fixed over, against or built into an abutment to form a weathertight joint. Flood hazard area The site (whether or not mapped) encompassing land in an area liable to flooding within the meaning of Regulation 153 of the Building Regulations 2018. Freeboard The minimum height of the lowest floor of the building above the defined flood level, regulated by the relevant planning scheme, or specified or otherwise determined by the relevant council under Regulation 153 of the Building Regulations 2018(see Figure 3). Hotel offering shared accommodation: A hotel which has any sole-occupancy units that can be shared by unrelated persons. On-site wastewater management system A system that receives and/or treats wastewater generated and discharges the resulting effluent to— (a) an approved disposal system; or (b) re-use system; or (c) land application system. Plumbing Any water service plumbing, roof plumbing, sanitary plumbing system or heating, ventilation and air-conditioning plumbing. Residential care building(Vic): A building which is a place of residence where 10% or more of persons who reside there need physical assistance in conducting their daily activities and to evacuate the building during an emergency (including any residential care service, State funded residential care service or supported residential service as defined in the Supported Residential Services(Private Proprietors) Act 2010 and an aged care building) but does not include— (a) a hospital; or (b) a dwelling in which 2 or more members of the same family and not more than 2 other persons would ordinarily be resident; or (c) a place of residence where only one resident needs physical assistance in conducting their daily activities and to evacuate the building during an emergency. Restricted childrens service: A childrens service that is— (a) any one of the following as defined in the Childrens Services Regulations 2020— (i) a limited hours Type 1 service; or (ii) a limited hours Type 2 service; or (iii) a short term Type 1 service; or (iv) a short term Type 2 service; or (b) an associated childrens service within the meaning of the Childrens Services Act 1996 approved to be operated by an approved provider at the same place as an approved education and care service that is required to meet the conditions of a limited hours Type 1 service, a limited hours Type 2 service, a short term Type 1 service, or a short term Type 2 service. Shared accommodation building: A Class 3 building that is a boarding-house, chalet, guest house, lodging-house, backpacker accommodation or the like, or a residential part of a hotel offering shared accommodation (but is not a residential care building(Vic), a motel or a residential part of school, health-care buildingor detention centre) having— (a) more than one sole-occupancy unit of which any sole-occupancy unit has sleeping facilities capable of accommodating 3 or more unrelated persons; or (b) sleeping facilities capable of accommodating 13 or more unrelated persons. VIC Footnote: Other legislation affecting buildings In addition to this Code, there are a number of other legislative technical requirements affecting the design, construction, installation, replacement, repair, alteration and maintenance of plumbing that practitioners may need to be aware of, including, but not necessarily limited to, the following list. Additional legislative instruments such as regulations, codes, and standards may exist under the legislation listed. 1. Relevant Legislation Building Act 1993 Plumbing Regulations 2018 Gas Safety Act 1997 Introduction Schedule 1 Schedule 2 Definitions Referenced documents Footnote: Other legislation affecting buildings WA Introduction Schedule 11 of the Plumbing Code of Australia(PCA) includes variations to Schedule 1 and Schedule 2 that are common and found in all three volumes of the National Construction Code(NCC) but only relate to NCC Volumes One and Two. There are no variations or additions in the PCA for Western Australia. However, Western Australian variations to provisions in the PCA and applicable referenced documents can be found in the Plumbers Licensing and Plumbing Standards Regulations 2000. Design wind speed Licensed premises: Includes— (a) premises in respect of which a cabaret licence as defined by the Liquor Control Act 1988 has been granted under that Act; or (b) premises in respect of which a tavern licence, a hotel restricted licence or any other kind of hotel licence as defined by the Liquor Control Act 1988 has been granted under that Act; or (c) a cabaret, hotel or tavern— (i) in respect of which a special facility licence as defined by the Liquor Control Act 1988 has been granted under that Act; and (ii) in respect of which paragraph(a) or(b) does not apply. Potable water: Water intended for human consumption supplied by a water services provider. Public building: A Class 6 licensed premises or 9b building where persons may assemble for— (a) civic, theatrical, social, political or religious purposes; or (b) educational purposes; or (c) entertainment, recreational or sporting purposes; or (d) business purposes. WELS: Has the meaning given in the Water Efficiency Labelling and Standards Act 2005 of the Commonwealth. WA Footnote: Other legislation affecting buildings In addition to any applicable provisions of the Plumbers Licensing Act 1995, Plumbers Licensing and Plumbing Standards Regulations 2000 and this code, there are a number of other legislative technical requirements affecting the design, construction, installation, replacement, repair, alteration and maintenance of a plumbing system that practitioners may need to be aware of, including, but not limited to, the following list. Additional legislative instruments such as regulation, codes and standards may exist under the legislation listed. 1. Planning Administering Agency Western Australian Planning Commission Relevant Legislation Planning and Development Act 2005 2. Building Administering Agency Department of Mines, Industry Regulation and Safety Relevant Legislation Building Act 2011 3. Health Administering Agency Department of Health Relevant Legislation Health Act 1911 4. Child Care Administering Agency Department of Communities Relevant Legislation Child Care Services Act 2007 5. Gas Installations Administering Agency Department of Mines, Industry Regulation and Safety Relevant Legislation Gas Standards Act 1972 6. Environment Administering Agency Environment Protection Authority Relevant Legislation Environment Protection Act 1986 7. Electrical Installations Administering Agency Department of Mines, Industry Regulation and Safety Relevant Legislation Electricity Act 1945 8. Water Resource Administering Agency Department of Water Relevant Legislation Water Services Act 2012 Australian Building Codes Board 2022 The National Construction Code can be accessed free online at ncc. abcb. gov. au by registration abcb. gov. au Spec no.	Title 	References 	References Spec no.	Title 	Vols. One, Two and Housing Provisions 	Vol. Three 18 	Class 2 and 3 buildings not more than 25 m in effective height 	E1D4; S17C2; S23C1; S23C3 	- 19 	Fire control centres 	E1D14 	- 20 	Smoke detection and alarm systems 	E2D3; E2D5; E2D7; E2D8; E2D9; E2D11; E2D13; E2D14; E2D15; E2D16; E2D17; E2D18; E2D19; E2D20; S5C19; S5C22; S17C8; S18C3; S21C7; S21C8; S22C3	- 21 	Smoke exhaust systems 	C3D13; E2D10; E2D14; E2D15; E2D16; E2D17; E2D18; E2D19; E2D20; S20C6; S20C8 	- 22 	Smoke-and-heat vents 	E2D10; E2D14; E2D15; E2D16; E2D17; E2D18; E2D19; E2D20; S20C8 	- 23 	Residential fire safety systems 	S18C3; S18C4 	- 24 	Lift installations 	E3D2 	- 25 	Photoluminescent exit signs 	E4D8 	- 26 	Waterproofing and water resistance requirements for building elements in wet areas 	F1D6 	- 27 	Accessible adult change facilities 	F4D12; S15C1 	- 28 	Sound insulation for building elements 	F5D3; F5D4 	- 29 	Impact sound — Test of equivalence 	F5D4; S28C2 	- 30 	Installation of boilers and pressure vessels 	G2D2 	- 31 	Fire and smoke control in buildings containing atriums 	G3D4; G3D8; S14C2 	- 32 	Construction of proscenium walls 	C2D11; I1D3 	- 33 	Additional requirements 	J1V1; J1V2; J1V3; J1V5 	- 34 	Modelling parameters 	J1V3; S35C1 	- 35 	Modelling profiles 	S34C3 	- 36 	Material properties 	J4D3 	- 37 	Calculation of U-Value and solar admittance 	J3D9; J3D13; J4D3; J4D6 	- 38 	Spandrel panel thermal performance 	S37C3; S37C4 	- 39 	Sub-floor thermal performance 	J4D3 	- 40 	Lighting and power control devices 	J7D3; J7D4; J7D5; J7D6; J7D7 	- 41 	Cross-connection hazards 	- 	B5D2; B5D3; B5D4 42 	House energy rating software 	H6D2 	- 43 	Bushfire protection for certain Class 9 buildings 	G5D4 	- 44 	Calculation of heating load limit, cooling load limit and thermal energy load limit	J1P2; H6P1 	- 45 	Modelling profiles for J1V5 	J1V5 	-",,,2,E4,,NCC_VOL_3
NCC_VOL_3:B1P2#2,B1P2#2,The existing clause has been amended and now contains a quantified level of performance for pipework water,The existing clause has been amended and now contains a quantified level of performance for pipework water,,,2,B1,,NCC_VOL_3
NCC_VOL_3:B1P3#2,B1P3#2,The existing clause has been amended as a standalone Performance Requirement for Access and isolation as a consequence of new quantified Performance,"Requirements B1P2, B1P4 and B1P5.",,,2,B1,,NCC_VOL_3
NCC_VOL_3:B1P4,B1P4,The existing clause has been amended and now contains quantified levels of performance for water efficiency.,The existing clause has been amended and now contains quantified levels of performance for water efficiency.,,,2,B1,,NCC_VOL_3
NCC_VOL_3:B1P5#2,B1P5#2,The existing clause has been amended and now contains quantified levels of performance for pressure.,The existing clause has been amended and now contains quantified levels of performance for pressure.,,,2,B1,,NCC_VOL_3
NCC_VOL_3:B1P6#2,B1P6#2,The existing clause has been amended as a standalone Performance Requirement for Uncontrolled discharge as a consequence of new quantified Performance,"Requirements B1P2, B1P4 and B1P5.",,,2,B1,,NCC_VOL_3
NCC_VOL_3:B1D2,B1D2,Sanitary flushing has been amended to Water efficiency and contains new provisions for Water efficiency.,Sanitary flushing has been amended to Water efficiency and contains new provisions for Water efficiency.,,,2,B1,,NCC_VOL_3
NCC_VOL_3:B1D4#2,B1D4#2,A new provision for Bushfire prone areas has been inserted.,A new provision for Bushfire prone areas has been inserted.,,,2,B1,,NCC_VOL_3
NCC_VOL_3:B1D5#2,B1D5#2,A new clause for Cold water fire sprinkler systems has been inserted.,A new clause for Cold water fire sprinkler systems has been inserted.,,,2,B1,,NCC_VOL_3
NCC_VOL_3:B1D6,B1D6,A new clause for Top-up lines has been inserted.,A new clause for Top-up lines has been inserted.,,,2,B1,,NCC_VOL_3
NCC_VOL_3:B2P2#2,B2P2#2,The existing Performance Requirement has been,amended to Scald prevention and now includes point of discharge.,,,2,B2,,NCC_VOL_3
NCC_VOL_3:B2P3,B2P3,The existing Performance Requirement has been,amended and now contains quantified levels of performance for heated water pipework water Velocity.,,,2,B2,,NCC_VOL_3
NCC_VOL_3:B2P4,B2P4,The existing Performance Requirement has been,amended as a standalone Performance Requirement for Access and isolation.,,,2,B2,,NCC_VOL_3
NCC_VOL_3:B2P5#2,B2P5#2,The existing Performance Requirement has been amended and now contains a quantified level of performance for Pressure relief and temperature limitation.,The existing Performance Requirement has been amended and now contains a quantified level of performance for Pressure relief and temperature limitation.,,,2,B2,,NCC_VOL_3
NCC_VOL_3:B2P6,B2P6,The existing Performance Requirement has been amended and now contains a quantified level of performance for Legionella control.,The existing Performance Requirement has been amended and now contains a quantified level of performance for Legionella control.,,,2,B2,,NCC_VOL_3
NCC_VOL_3:B2P8,B2P8,The existing Performance Requirement has been,amended as a standalone requirement for Temperature.,,,2,B2,,NCC_VOL_3
NCC_VOL_3:B2P9#2,B2P9#2,The existing Performance Requirement has been amended and now contains quantified levels of performance for Pressure.,The existing Performance Requirement has been amended and now contains quantified levels of performance for Pressure.,,,2,B2,,NCC_VOL_3
NCC_VOL_3:B2P10#2,B2P10#2,The existing Performance Requirement has been,amended as a standalone Performance Requirement for Uncontrolled discharge.,,,2,B2,,NCC_VOL_3
NCC_VOL_3:B2P11#2,B2P11#2,A new Performance Requirement for Water efficiency has been inserted.,A new Performance Requirement for Water efficiency has been inserted.,,,2,B2,,NCC_VOL_3
NCC_VOL_3:B2D2,B2D2,"New subclauses have been added for solar, gas and electric water heaters.","Reference 	Changes and commentary B1P2 	The existing clause has been amended and now contains a quantified level of performance for pipework water velocity. B1P3 	The existing clause has been amended as a standalone Performance Requirement for Access and isolation as a consequence of new quantified Performance Requirements B1P2, B1P4 and B1P5. B1P4 	The existing clause has been amended and now contains quantified levels of performance for water efficiency. B1P5 	The existing clause has been amended and now contains quantified levels of performance for pressure. B1P6 	The existing clause has been amended as a standalone Performance Requirement for Uncontrolled discharge as a consequence of new quantified Performance Requirements B1P2, B1P4 and B1P5. B1D2 	Sanitary flushing has been amended to Water efficiency and contains new provisions for Water efficiency. B1D4 	A new provision for Bushfire prone areas has been inserted. B1D5 	A new clause for Cold water fire sprinkler systems has been inserted. B1D6 	A new clause for Top-up lines has been inserted. Part B2 - Heated water services	Part B2 - Heated water services B2P2 	The existing Performance Requirement has been amended to Scald prevention and now includes point of discharge. B2P3 	The existing Performance Requirement has been amended and now contains quantified levels of performance for heated water pipework water Velocity. B2P4 	The existing Performance Requirement has been amended as a standalone Performance Requirement for Access and isolation. B2P5 	The existing Performance Requirement has been amended and now contains a quantified level of performance for Pressure relief and temperature limitation. B2P6 	The existing Performance Requirement has been amended and now contains a quantified level of performance for Legionella control. B2P8 	The existing Performance Requirement has been amended as a standalone requirement for Temperature. B2P9 	The existing Performance Requirement has been amended and now contains quantified levels of performance for Pressure. B2P10 	The existing Performance Requirement has been amended as a standalone Performance Requirement for Uncontrolled discharge. B2P11 	A new Performance Requirement for Water efficiency has been inserted. B2D2 	New subclauses have been added for solar, gas and electric water heaters.",,,2,B2,,NCC_VOL_3
NCC_VOL_3:B2D4,B2D4,The title has been amended to Water efficiency and now includes minimum requirements for WELS ratings.,The title has been amended to Water efficiency and now includes minimum requirements for WELS ratings.,,,2,B2,,NCC_VOL_3
NCC_VOL_3:B2D9#2,B2D9#2,The existing clause has been amended as a,consequence of relocating exemptions for solar heated water supply to B2D11,,,2,B2,,NCC_VOL_3
NCC_VOL_3:B2D10#2,B2D10#2,A new clause has been inserted for Bushfire prone areas.,A new clause has been inserted for Bushfire prone areas.,,,2,B2,,NCC_VOL_3
NCC_VOL_3:B2D11#2,B2D11#2,The existing clause has been amended as a standalone clause for Solar heated water.,The existing clause has been amended as a standalone clause for Solar heated water.,,,2,B2,,NCC_VOL_3
NCC_VOL_3:B3P1#2,B3P1#2,The title of the Performance Requirement has been amended to Non-drinking water.,The title of the Performance Requirement has been amended to Non-drinking water.,,,2,B3,,NCC_VOL_3
NCC_VOL_3:B3P3,B3P3,The title of the Performance Requirement has been,amended to Velocity and now contains a quantified level of performance for non-drinking water pipework water velocities.,,,2,B3,,NCC_VOL_3
NCC_VOL_3:B3P4#2,B3P4#2,The existing Performance Requirement has been,"amended as a standalone Performance Requirement for Access and isolation as a consequence of new quantified Performance Requirements B3P3, B3P5 and B3P7.",,,2,B3,,NCC_VOL_3
NCC_VOL_3:B3P5#2,B3P5#2,The existing Performance Requirement has been,amended as a standalone Performance Requirement and now contains quantified levels of performance for pressure.,,,2,B3,,NCC_VOL_3
NCC_VOL_3:B3P6#2,B3P6#2,The existing Performance Requirement has been,"amended as a standalone Performance Requirement for Uncontrolled discharge as a consequence of new quantified Performance Requirements B3P3, B3P5 and B3P7.",,,2,B3,,NCC_VOL_3
NCC_VOL_3:B3P7#2,B3P7#2,A new Performance Requirement for Water efficiency in non-drinking water has been inserted.,A new Performance Requirement for Water efficiency in non-drinking water has been inserted.,,,2,B3,,NCC_VOL_3
NCC_VOL_3:B3D4#2,B3D4#2,A new clause has been inserted for Bushfire prone areas.,A new clause has been inserted for Bushfire prone areas.,,,2,B3,,NCC_VOL_3
NCC_VOL_3:B3D5#2,B3D5#2,A new clause has been inserted for Water efficiency.,A new clause has been inserted for Water efficiency.,,,2,B3,,NCC_VOL_3
NCC_VOL_3:B4P1#2,B4P1#2,The title of the Performance Requirement has been,amended to Flow rate and pressure and now contains quantified levels of performance for water supply flow and pressures.,,,2,B4,,NCC_VOL_3
NCC_VOL_3:B4P2,B4P2,The existing Performance Requirement has been,amended as a standalone Performance Requirement for Access and isolation.,,,2,B4,,NCC_VOL_3
